ST_PC_CODE,ST_NAME,ST_CODE,PC_NAME,PC_CODE,CANDIDATE_NAME,ST_PC_CODE_NAME,CANDIDATE_SEX,CANDIDATE_CATEGORY,CANDIDATE_AGE,PARTY_ABB,TOTAL_VOTES_POLLED,POSITION,PARTY_NAME,MARGIN
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,"THADDAUS FERNANDEZ,","33_24_THADDAUS FERNANDEZ,",M,GEN,62.0,IND,751,20,Independent,0
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,ASRAF ALI.M,33_24_ASRAF ALI.M,M,GEN,39.0,IND,734,21,Independent,0
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,ANWAR DEEN.S,33_24_ANWAR DEEN.S,M,GEN,37.0,SAP,731,22,Samata Party,0
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,PALANIVEL.P,33_24_PALANIVEL.P,M,GEN,45.0,IND,687,23,Independent,0
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,VIJAYAKUMAR.P,33_24_VIJAYAKUMAR.P,M,GEN,36.0,IND,680,24,Independent,0
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,BADHUSHA.M,33_24_BADHUSHA.M,M,GEN,29.0,IND,669,25,Independent,0
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,ANBALAGAN.M,33_24_ANBALAGAN.M,M,GEN,50.0,IND,636,26,Independent,0
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,KARUNAKARAN.M,33_24_KARUNAKARAN.M,M,GEN,45.0,LSP,606,27,Lok Satta Party,0
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,VEERAMALAI.A,33_24_VEERAMALAI.A,M,GEN,42.0,IND,589,28,Independent,0
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,BALA KRISHNAN.K,33_24_BALA KRISHNAN.K,M,GEN,51.0,IND,485,29,Independent,0
33_24,TAMIL NADU,33,TIRUCHIRAPPALLI,24,MOHANDASS.M,33_24_MOHANDASS.M,M,GEN,62.0,IND,355,30,Independent,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,DR. VIRENDRA KUMAR,23_6_DR. VIRENDRA KUMAR,M,SC,60.0,BJP,422979,1,Bharatiya Janata Party,208731
23_6,MADHYA PRADESH,23,TIKAMGARH,6,AHIRWAR DR. KAMLESH VERMA,23_6_AHIRWAR DR. KAMLESH VERMA,M,SC,36.0,INC,214248,2,Indian National Congress,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,DR. AMBESH KUMARI AHIRWAR,23_6_DR. AMBESH KUMARI AHIRWAR,F,SC,38.0,SP,47497,3,Samajwadi Party,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,AHIRWAR SEWAK RAM,23_6_AHIRWAR SEWAK RAM,M,SC,44.0,BSP,23975,4,Bahujan Samaj Party,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,KHANGAR NEERAJ,23_6_KHANGAR NEERAJ,M,SC,26.0,CPI,15194,5,Communist Party of India,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,None of the Above,23_6_None of the Above,0,0,0.0,NOTA,10055,6,None of the Above,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,GIRDHARI LAL KORI,23_6_GIRDHARI LAL KORI,M,SC,38.0,IND,5219,7,Independent,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,RAMESH CHAND VERMA,23_6_RAMESH CHAND VERMA,M,SC,62.0,AAAP,4992,8,Aam Aadmi Party,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,LAKHAN LAL CHADHAR,23_6_LAKHAN LAL CHADHAR,M,SC,43.0,IND,4548,9,Independent,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,BHAGWAN DAS BANSHKAR,23_6_BHAGWAN DAS BANSHKAR,M,SC,35.0,IND,4400,10,Independent,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,CHATURBHUJ SNEHI,23_6_CHATURBHUJ SNEHI,M,SC,53.0,IND,4035,11,Independent,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,SHEEL CHANDRA AHIRWAR,23_6_SHEEL CHANDRA AHIRWAR,M,SC,38.0,IND,3855,12,Independent,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,AHIRWAR RAMCHARAN,23_6_AHIRWAR RAMCHARAN,M,SC,52.0,PHRC,3094,13,Poorvanchal Rashtriya Congress,0
23_6,MADHYA PRADESH,23,TIKAMGARH,6,GANESH KUMHAR,23_6_GANESH KUMHAR,M,SC,43.0,IND,2230,14,Independent,0
32_10,KERALA,32,THRISSUR,10,C. N. JAYADEVAN,32_10_C. N. JAYADEVAN,M,GEN,63.0,CPI,389209,1,Communist Party of India,38227
32_10,KERALA,32,THRISSUR,10,K. P. DHANAPALAN,32_10_K. P. DHANAPALAN,M,GEN,64.0,INC,350982,2,Indian National Congress,0
32_10,KERALA,32,THRISSUR,10,K.P. SREESAN,32_10_K.P. SREESAN,M,GEN,60.0,BJP,102681,3,Bharatiya Janata Party,0
32_10,KERALA,32,THRISSUR,10,SARAH JOSEPH,32_10_SARAH JOSEPH,F,GEN,67.0,AAAP,44638,4,Aam Aadmi Party,0
32_10,KERALA,32,THRISSUR,10,None of the Above,32_10_None of the Above,0,0,0.0,NOTA,10050,5,None of the Above,0
32_10,KERALA,32,THRISSUR,10,SUFEERA K. P.,32_10_SUFEERA K. P.,F,GEN,37.0,SDPI,6894,6,SOCIAL DEMOCRATIC PARTY OF INDIA,0
32_10,KERALA,32,THRISSUR,10,T. L. SANTHOSH,32_10_T. L. SANTHOSH,M,GEN,53.0,IND,6044,7,Independent,0
32_10,KERALA,32,THRISSUR,10,JASMINSHA,32_10_JASMINSHA,M,GEN,29.0,IND,3959,8,Independent,0
32_10,KERALA,32,THRISSUR,10,ADV. A. JAYARAM,32_10_ADV. A. JAYARAM,M,GEN,48.0,BSP,2110,9,Bahujan Samaj Party,0
32_10,KERALA,32,THRISSUR,10,MANIYANGATTIL SUKUMARAN,32_10_MANIYANGATTIL SUKUMARAN,M,GEN,61.0,IND,949,10,Independent,0
32_10,KERALA,32,THRISSUR,10,K.SIVARAMAN,32_10_K.SIVARAMAN,M,GEN,64.0,CPIM,718,11,Communist Party of India (Marxist-Leninist) Red Star,0
32_10,KERALA,32,THRISSUR,10,HAJI MOIDEEN SHAH,32_10_HAJI MOIDEEN SHAH,M,GEN,64.0,JD(U),659,12,Janata Dal  (United),0
32_10,KERALA,32,THRISSUR,10,M. NARAYANANKUTTY (M. N. KUTTY),32_10_M. NARAYANANKUTTY (M. N. KUTTY),M,GEN,64.0,IND,616,13,Independent,0
32_10,KERALA,32,THRISSUR,10,SOMAN PILLAI,32_10_SOMAN PILLAI,M,GEN,63.0,igp,546,14,Indian Gandhiyan Party,0
32_10,KERALA,32,THRISSUR,10,JIJU CHEENIKKAL,32_10_JIJU CHEENIKKAL,M,GEN,42.0,IND,450,15,Independent,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,JEYASINGH THIYAGARAJ NATTERJEE.J,33_36_JEYASINGH THIYAGARAJ NATTERJEE.J,M,GEN,60.0,ADMK,366052,1,All India Anna Dravida Munnetra Kazhagam,124002
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,JEGAN. P,33_36_JEGAN. P,M,GEN,34.0,DMK,242050,2,Dravida Munnetra Kazhagam,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,JOEL. S,33_36_JOEL. S,M,GEN,42.0,MDMK,182191,3,Marumalarchi Dravida Munnetra Kazhagam,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,"SHANMUGAM, A.P.C.V.","33_36_SHANMUGAM, A.P.C.V.",M,GEN,61.0,INC,63080,4,Indian National Congress,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,PUSHPARAYAN.M.,33_36_PUSHPARAYAN.M.,M,GEN,46.0,AAAP,26476,5,Aam Aadmi Party,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,MOHANRAJ. A,33_36_MOHANRAJ. A,M,GEN,51.0,CPI,14993,6,Communist Party of India,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,None of the Above,33_36_None of the Above,0,0,0.0,NOTA,11447,7,None of the Above,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,AYYADURAI. S,33_36_AYYADURAI. S,M,SC,38.0,BSP,3205,8,Bahujan Samaj Party,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,ALWARSAMY KARTHIKEYAN.L,33_36_ALWARSAMY KARTHIKEYAN.L,M,GEN,36.0,IND,1727,9,Independent,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,SAMUEL. A.S.,33_36_SAMUEL. A.S.,M,GEN,59.0,IND,1157,10,Independent,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,PANNEERSELVAM.C,33_36_PANNEERSELVAM.C,M,SC,38.0,IND,1129,11,Independent,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,VINSTON ANTO. S,33_36_VINSTON ANTO. S,M,GEN,37.0,IND,983,12,Independent,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,RAMKUMAR. V,33_36_RAMKUMAR. V,M,GEN,49.0,IND,784,13,Independent,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,SANTHADEVI. S,33_36_SANTHADEVI. S,F,GEN,36.0,IND,765,14,Independent,0
33_36,TAMIL NADU,33,THOOTHUKKUDI,36,"ANANDHARAJ, M.","33_36_ANANDHARAJ, M.",M,GEN,37.0,IND,739,15,Independent,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,DR. SHASHI THAROOR,32_20_DR. SHASHI THAROOR,M,GEN,58.0,INC,297806,1,Indian National Congress,15470
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. O RAJAGOPAL,32_20_SRI. O RAJAGOPAL,,,,BJP,282336,2,Bharatiya Janata Party,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. DOCTOR BENNET ABRAHAM,32_20_SRI. DOCTOR BENNET ABRAHAM,,,,CPI,248941,3,Communist Party of India,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. AJIT JOY,32_20_SRI. AJIT JOY,,,,AAAP,14153,4,Aam Aadmi Party,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI.KUNNIL SHAJAHAN,32_20_SRI.KUNNIL SHAJAHAN,,,,SDPI,4818,5,SOCIAL DEMOCRATIC PARTY OF INDIA,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI.BENET BABU BENJAMIN,32_20_SRI.BENET BABU BENJAMIN,,,,IND,4231,6,Independent,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,None of the Above,32_20_None of the Above,0,0,0.0,NOTA,3344,7,None of the Above,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. J SUDHAKARAN,32_20_SRI. J SUDHAKARAN,,,,BSP,3260,8,Bahujan Samaj Party,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. O M JYOTHEENDRA NATH,32_20_SRI. O M JYOTHEENDRA NATH,,,,IND,2445,9,Independent,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. JAIN WILSON,32_20_SRI. JAIN WILSON,,,,IND,2105,10,Independent,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SMT. SYAMALAKUMARI,32_20_SMT. SYAMALAKUMARI,,,,IND,1851,11,Independent,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. KUNNUKUZHI S MANI,32_20_SRI. KUNNUKUZHI S MANI,,,,IND,1717,12,Independent,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI.SHAJAR KHAN,32_20_SRI.SHAJAR KHAN,,,,SUCI,1691,13,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,FR.STEPHEN,32_20_FR.STEPHEN,,,,IND,1271,14,Independent,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. ADV. PERURKADA HARIKUMAR,32_20_SRI. ADV. PERURKADA HARIKUMAR,,,,SHS,902,15,Shivsena,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI.GEORGE MANKIDIYIL,32_20_SRI.GEORGE MANKIDIYIL,,,,IND,843,16,Independent,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. V S JAYAKUMAR,32_20_SRI. V S JAYAKUMAR,,,,IND,445,17,Independent,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI.ANIL KUMAR Y,32_20_SRI.ANIL KUMAR Y,,,,IND,371,18,Independent,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. O V SREEDATH,32_20_SRI. O V SREEDATH,,,,SRP,356,19,Socialist Republican Party,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SMT. R CHANDRIKA KATTAKADA,32_20_SMT. R CHANDRIKA KATTAKADA,,,,RPI,292,20,Republican Party of India,0
32_20,KERALA,32,THIRUVANANTHAPURAM,20,SRI. THOMAS JOSEPH,32_20_SRI. THOMAS JOSEPH,,,,RPI(A),261,21,Republican Party of India (A),0
33_33,TAMIL NADU,33,THENI,33,"PARTHIPAN, R.","33_33_PARTHIPAN, R.",M,GEN,50.0,ADMK,571254,1,All India Anna Dravida Munnetra Kazhagam,314532
33_33,TAMIL NADU,33,THENI,33,PON. MUTHURAMALINGAM,33_33_PON. MUTHURAMALINGAM,M,GEN,73.0,DMK,256722,2,Dravida Munnetra Kazhagam,0
33_33,TAMIL NADU,33,THENI,33,"ALAGUSUNDARAM, K.","33_33_ALAGUSUNDARAM, K.",M,GEN,48.0,MDMK,134362,3,Marumalarchi Dravida Munnetra Kazhagam,0
33_33,TAMIL NADU,33,THENI,33,"AARON RASHID, J.M.","33_33_AARON RASHID, J.M.",M,GEN,64.0,INC,71432,4,Indian National Congress,0
33_33,TAMIL NADU,33,THENI,33,None of the Above,33_33_None of the Above,0,0,0.0,NOTA,10312,5,None of the Above,0
33_33,TAMIL NADU,33,THENI,33,"THANGADURAI, V.","33_33_THANGADURAI, V.",M,SC,53.0,BSP,5299,6,Bahujan Samaj Party,0
33_33,TAMIL NADU,33,THENI,33,"MARIAPPAN, S.K.","33_33_MARIAPPAN, S.K.",M,SC,45.0,IND,3521,7,Independent,0
33_33,TAMIL NADU,33,THENI,33,"RAMPRAKASH, J.","33_33_RAMPRAKASH, J.",M,GEN,38.0,AAAP,3213,8,Aam Aadmi Party,0
33_33,TAMIL NADU,33,THENI,33,"SENTHIL RAJAN MALLAR, K.","33_33_SENTHIL RAJAN MALLAR, K.",M,SC,38.0,IND,2908,9,Independent,0
33_33,TAMIL NADU,33,THENI,33,MAMALLAN THA. KANAGAMUTHU,33_33_MAMALLAN THA. KANAGAMUTHU,M,SC,34.0,IND,2681,10,Independent,0
33_33,TAMIL NADU,33,THENI,33,"MOHAMED MIAKHAN, P.","33_33_MOHAMED MIAKHAN, P.",M,GEN,75.0,IND,1954,11,Independent,0
33_33,TAMIL NADU,33,THENI,33,"MANI, S.V.","33_33_MANI, S.V.",M,GEN,41.0,IND,1349,12,Independent,0
33_33,TAMIL NADU,33,THENI,33,"KANNAN, S.","33_33_KANNAN, S.",M,SC,48.0,IND,1273,13,Independent,0
33_33,TAMIL NADU,33,THENI,33,"MEENAKSHI SUNDARAM, G.K.","33_33_MEENAKSHI SUNDARAM, G.K.",M,GEN,48.0,SP,1107,14,Samajwadi Party,0
33_33,TAMIL NADU,33,THENI,33,"ASATH, M.M.","33_33_ASATH, M.M.",M,GEN,50.0,IND,1082,15,Independent,0
33_33,TAMIL NADU,33,THENI,33,"INNASIMUTHU, M.S.","33_33_INNASIMUTHU, M.S.",M,GEN,54.0,IND,991,16,Independent,0
33_33,TAMIL NADU,33,THENI,33,"KRISHNAMOORTHY, K.","33_33_KRISHNAMOORTHY, K.",M,SC,35.0,CPIM,946,17,Communist Party of India (Marxist-Leninist) Red Star,0
33_33,TAMIL NADU,33,THENI,33,"MUTHURAMALINGAM, M.","33_33_MUTHURAMALINGAM, M.",M,GEN,32.0,IND,859,18,Independent,0
33_33,TAMIL NADU,33,THENI,33,"RABEEK, K.","33_33_RABEEK, K.",M,GEN,39.0,IND,767,19,Independent,0
33_33,TAMIL NADU,33,THENI,33,"RAMAYA, R.","33_33_RAMAYA, R.",M,SC,37.0,IND,742,20,Independent,0
33_33,TAMIL NADU,33,THENI,33,"INIYAVAN, R.","33_33_INIYAVAN, R.",M,SC,33.0,IND,739,21,Independent,0
33_33,TAMIL NADU,33,THENI,33,"VOLTAIRE, M.J.","33_33_VOLTAIRE, M.J.",M,GEN,46.0,SUCI,696,22,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0
33_33,TAMIL NADU,33,THENI,33,"RAJA, V.","33_33_RAJA, V.",M,GEN,57.0,IND,695,23,Independent,0
33_33,TAMIL NADU,33,THENI,33,"KARUPPIAH, R.","33_33_KARUPPIAH, R.",M,GEN,43.0,IND,679,24,Independent,0
33_30,TAMIL NADU,33,THANJAVUR,30,PARASURAMAN.K,33_30_PARASURAMAN.K,M,GEN,53.0,ADMK,510307,1,All India Anna Dravida Munnetra Kazhagam,144119
33_30,TAMIL NADU,33,THANJAVUR,30,BAALU.T.R,33_30_BAALU.T.R,M,GEN,72.0,DMK,366188,2,Dravida Munnetra Kazhagam,0
33_30,TAMIL NADU,33,THANJAVUR,30,MURUGANANTHAM.M,33_30_MURUGANANTHAM.M,M,GEN,39.0,BJP,58521,3,Bharatiya Janata Party,0
33_30,TAMIL NADU,33,THANJAVUR,30,KRISHNASAMY VANDAYAR.T,33_30_KRISHNASAMY VANDAYAR.T,M,GEN,58.0,INC,30232,4,Indian National Congress,0
33_30,TAMIL NADU,33,THANJAVUR,30,TAMILSELVI.S,33_30_TAMILSELVI.S,F,GEN,41.0,CPM,23215,5,Communist Party of India  (Marxist),0
33_30,TAMIL NADU,33,THANJAVUR,30,None of the Above,33_30_None of the Above,0,0,0.0,NOTA,12218,6,None of the Above,0
33_30,TAMIL NADU,33,THANJAVUR,30,MUMMOORTHI.S@S.M.MOORTHY,33_30_MUMMOORTHI.S@S.M.MOORTHY,M,GEN,48.0,NMK,2511,7,Namadhu Makkal Katchi,0
33_30,TAMIL NADU,33,THANJAVUR,30,ARANGARAJAN.M,33_30_ARANGARAJAN.M,M,SC,63.0,BSP,2253,8,Bahujan Samaj Party,0
33_30,TAMIL NADU,33,THANJAVUR,30,PANASAI ARANGAN.N,33_30_PANASAI ARANGAN.N,M,GEN,51.0,IND,1830,9,Independent,0
33_30,TAMIL NADU,33,THANJAVUR,30,SIVAKUMAR.V,33_30_SIVAKUMAR.V,M,GEN,42.0,IND,1511,10,Independent,0
33_30,TAMIL NADU,33,THANJAVUR,30,RAJKUMAR.R,33_30_RAJKUMAR.R,M,GEN,32.0,IND,1409,11,Independent,0
33_30,TAMIL NADU,33,THANJAVUR,30,MADHAVAN.T,33_30_MADHAVAN.T,M,GEN,41.0,IND,1169,12,Independent,0
33_30,TAMIL NADU,33,THANJAVUR,30,GUNASEKARAN.T,33_30_GUNASEKARAN.T,M,SC,52.0,IND,894,13,Independent,0
27_25,MAHARASHTRA,27,THANE,25,VICHARE RAJAN BABURAO,27_25_VICHARE RAJAN BABURAO,M,GEN,52.0,SHS,595364,1,Shivsena,281299
27_25,MAHARASHTRA,27,THANE,25,SANJEEV GANESH NAIK,27_25_SANJEEV GANESH NAIK,M,GEN,42.0,NCP,314065,2,Nationalist Congress Party,0
27_25,MAHARASHTRA,27,THANE,25,ABHIJIT RAMESH PANSE,27_25_ABHIJIT RAMESH PANSE,M,GEN,42.0,MNS,48863,3,Maharashtra Navnirman sena,0
27_25,MAHARASHTRA,27,THANE,25,SANJEEV VISHNU SANE,27_25_SANJEEV VISHNU SANE,M,GEN,57.0,AAAP,41535,4,Aam Aadmi Party,0
27_25,MAHARASHTRA,27,THANE,25,None of the Above,27_25_None of the Above,0,0,0.0,NOTA,13174,5,None of the Above,0
27_25,MAHARASHTRA,27,THANE,25,KIRTAWADE VIDHYADHAR BHIMRAO,27_25_KIRTAWADE VIDHYADHAR BHIMRAO,M,GEN,47.0,BSP,10982,6,Bahujan Samaj Party,0
27_25,MAHARASHTRA,27,THANE,25,ASHOK SHANKAR JADHAV,27_25_ASHOK SHANKAR JADHAV,M,SC,59.0,BMUP,4022,7,Bahujan Mukti Party,0
27_25,MAHARASHTRA,27,THANE,25,SOHANLAL PUROHIT,27_25_SOHANLAL PUROHIT,M,GEN,70.0,IND,2479,8,Independent,0
27_25,MAHARASHTRA,27,THANE,25,GOPINATH SAKHARAM MHASKE,27_25_GOPINATH SAKHARAM MHASKE,M,SC,51.0,BBM,2412,9,Bharipa Bahujan Mahasangh,0
27_25,MAHARASHTRA,27,THANE,25,NITIN SHANKAR DESHPANDE,27_25_NITIN SHANKAR DESHPANDE,M,GEN,56.0,DaP,2175,10,Dharmarajya Paksha,0
27_25,MAHARASHTRA,27,THANE,25,NARENDRA PRABHASHANKAR PANDEY,27_25_NARENDRA PRABHASHANKAR PANDEY,M,GEN,42.0,IND,2141,11,Independent,0
27_25,MAHARASHTRA,27,THANE,25,ABHAY SUBRAO KULKARNI,27_25_ABHAY SUBRAO KULKARNI,M,GEN,48.0,IND,1891,12,Independent,0
27_25,MAHARASHTRA,27,THANE,25,SHAFIK AHAMAD SADAT KHAN,27_25_SHAFIK AHAMAD SADAT KHAN,M,GEN,56.0,IND,1865,13,Independent,0
27_25,MAHARASHTRA,27,THANE,25,RAJU SHRAVAN CHAVAN,27_25_RAJU SHRAVAN CHAVAN,M,SC,33.0,RBS,1681,14,Republican Bahujan Sena,0
27_25,MAHARASHTRA,27,THANE,25,NAJAKATALI KABIR ANSARI,27_25_NAJAKATALI KABIR ANSARI,M,GEN,40.0,IND,1549,15,Independent,0
27_25,MAHARASHTRA,27,THANE,25,SALMAN AJIMULLAH HASMI,27_25_SALMAN AJIMULLAH HASMI,M,GEN,28.0,RAPa,1402,16,Rashtriya Aam Party,0
27_25,MAHARASHTRA,27,THANE,25,QAMRUZZAMAN KUTUBALI MINAI,27_25_QAMRUZZAMAN KUTUBALI MINAI,M,GEN,45.0,PECP,1196,17,Peace Party,0
27_25,MAHARASHTRA,27,THANE,25,TRILOKI GHURAHU YADAV,27_25_TRILOKI GHURAHU YADAV,M,GEN,50.0,IND,1066,18,Independent,0
27_25,MAHARASHTRA,27,THANE,25,SANJAY DILIP KUMAR DAS,27_25_SANJAY DILIP KUMAR DAS,M,GEN,44.0,IND,918,19,Independent,0
27_25,MAHARASHTRA,27,THANE,25,RAJENDRA GAJBHIYE,27_25_RAJENDRA GAJBHIYE,M,SC,49.0,APoI,905,20,Ambedkarite Party of India,0
27_25,MAHARASHTRA,27,THANE,25,SHRINATH MITHANTHAYA,27_25_SHRINATH MITHANTHAYA,M,GEN,44.0,HJP,891,21,Hindustan Janta Party,0
27_25,MAHARASHTRA,27,THANE,25,VISHAL DINKAR SALVE,27_25_VISHAL DINKAR SALVE,M,SC,35.0,IND,705,22,Independent,0
27_25,MAHARASHTRA,27,THANE,25,VINOD DEEPCHAND GANGWAL,27_25_VINOD DEEPCHAND GANGWAL,M,GEN,44.0,IND,650,23,Independent,0
27_25,MAHARASHTRA,27,THANE,25,JAIN SURENDRAKUMAR K.,27_25_JAIN SURENDRAKUMAR K.,M,GEN,46.0,ABJS,641,24,Akhil Bharatiya Jan Sangh,0
27_25,MAHARASHTRA,27,THANE,25,RATHOD BABUSINGH VASRAM,27_25_RATHOD BABUSINGH VASRAM,M,GEN,35.0,MPS(T),636,25,Maharashtra Parivartan Sena (T),0
27_25,MAHARASHTRA,27,THANE,25,RAMCHANDRA BHAGOJI GAWADE,27_25_RAMCHANDRA BHAGOJI GAWADE,M,GEN,50.0,IND,493,26,Independent,0
27_25,MAHARASHTRA,27,THANE,25,BHANUDAS DHOTARE,27_25_BHANUDAS DHOTARE,M,GEN,63.0,IND,488,27,Independent,0
18_9,ASSAM,18,TEZPUR,9,RAM PRASAD SARMAH,18_9_RAM PRASAD SARMAH,M,GEN,58.0,BJP,446511,1,Bharatiya Janata Party,86020
18_9,ASSAM,18,TEZPUR,9,BHUPEN KUMAR BORAH,18_9_BHUPEN KUMAR BORAH,M,GEN,43.0,INC,360491,2,Indian National Congress,0
18_9,ASSAM,18,TEZPUR,9,MONI KUMAR SUBBA,18_9_MONI KUMAR SUBBA,M,GEN,56.0,IND,62730,3,Independent,0
18_9,ASSAM,18,TEZPUR,9,JOSEPH TOPPO,18_9_JOSEPH TOPPO,M,GEN,65.0,AGP,40489,4,Asom Gana Parishad,0
18_9,ASSAM,18,TEZPUR,9,KHEMRAJ CHETRY,18_9_KHEMRAJ CHETRY,M,GEN,55.0,CPM,24910,5,Communist Party of India  (Marxist),0
18_9,ASSAM,18,TEZPUR,9,None of the Above,18_9_None of the Above,0,0,0.0,NOTA,16667,6,None of the Above,0
18_9,ASSAM,18,TEZPUR,9,LAKSHIKANTA KURMI,18_9_LAKSHIKANTA KURMI,M,GEN,36.0,CPI(ML)(L),10725,7,Communist Party of India  (Marxist-Leninist)  (Liberation),0
18_9,ASSAM,18,TEZPUR,9,GOPI CHAND SHAHABADI,18_9_GOPI CHAND SHAHABADI,M,GEN,69.0,AITC,8712,8,All India Trinamool Congress,0
18_9,ASSAM,18,TEZPUR,9,ELIAS KUJUR,18_9_ELIAS KUJUR,M,GEN,42.0,IND,5207,9,Independent,0
18_9,ASSAM,18,TEZPUR,9,RAJEN SAIKIA,18_9_RAJEN SAIKIA,M,GEN,54.0,AIFB,4246,10,All India Forward Bloc,0
33_37,TAMIL NADU,33,TENKASI,37,VASANTHI.M,33_37_VASANTHI.M,F,SC,52.0,ADMK,424586,1,All India Anna Dravida Munnetra Kazhagam,161774
33_37,TAMIL NADU,33,TENKASI,37,DR.KRISHNASAMY.K.,33_37_DR.KRISHNASAMY.K.,M,SC,62.0,PT,262812,2,Puthiya Tamilagam,0
33_37,TAMIL NADU,33,TENKASI,37,DR.SADHAN THIRUMALAIKUMAR.T.,33_37_DR.SADHAN THIRUMALAIKUMAR.T.,M,SC,61.0,MDMK,190233,3,Marumalarchi Dravida Munnetra Kazhagam,0
33_37,TAMIL NADU,33,TENKASI,37,DR.JAYAKUMAR.K.,33_37_DR.JAYAKUMAR.K.,M,SC,64.0,INC,58963,4,Indian National Congress,0
33_37,TAMIL NADU,33,TENKASI,37,LINGAM.P,33_37_LINGAM.P,M,SC,47.0,CPI,23528,5,Communist Party of India,0
33_37,TAMIL NADU,33,TENKASI,37,None of the Above,33_37_None of the Above,0,0,0.0,NOTA,14492,6,None of the Above,0
33_37,TAMIL NADU,33,TENKASI,37,KRISHNASAMY.A.,33_37_KRISHNASAMY.A.,M,SC,31.0,IND,12115,7,Independent,0
33_37,TAMIL NADU,33,TENKASI,37,GUNASEKARAN.K.,33_37_GUNASEKARAN.K.,M,SC,42.0,TNMC,8022,8,Tamil Nadu Makkal Congress,0
33_37,TAMIL NADU,33,TENKASI,37,RADHAKRISHNAN.S.,33_37_RADHAKRISHNAN.S.,M,SC,64.0,IND,3904,9,Independent,0
33_37,TAMIL NADU,33,TENKASI,37,"MANMATHAN,M.","33_37_MANMATHAN,M.",M,SC,60.0,IND,3331,10,Independent,0
33_37,TAMIL NADU,33,TENKASI,37,KANNAN,33_37_KANNAN,M,SC,61.0,BSP,2917,11,Bahujan Samaj Party,0
33_37,TAMIL NADU,33,TENKASI,37,MUNEESWARAN,33_37_MUNEESWARAN,M,SC,39.0,IND,2513,12,Independent,0
